YEAR,LEVEL,REGION,SECTOR,GRADE,GENDER,S. ENROLLED, PANDEMIC ,STRANDS
2018-2019,GS, Region III - Central Luzon ,PRIVATE,4,F,"13,463",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,4,F,"22,419",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,4,F,"1,297",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,4,F,"2,812",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,4,F,"4,974",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,4,F,"6,480",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,4,F,"1,431",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,4,F,"1,382",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,4,F,"3,146",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,4,F,"4,305",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,4,F,"3,123",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,4,F,"1,110",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,4,F,"1,875",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,4,F,"1,794",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,4,F,"23,227",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,5,M,"3,999",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,5,M,"2,246",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,5,M,"14,249",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,5,M,"23,888",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,5,M,"1,344",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,5,M,"3,112",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,5,M,"5,423",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,5,M,"6,860",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,5,M,"1,591",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,5,M,"1,438",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,5,M,"3,485",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,5,M,"4,360",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,5,M,"3,249",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,5,M,"1,197",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,5,M,"1,834",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,5,M,"1,936",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,5,M,"24,333",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,5,F,"3,659",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,5,F,"1,995",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,5,F,"13,238",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,5,F,"22,165",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,5,F,"1,329",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,5,F,"2,845",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,5,F,"4,809",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,5,F,"6,234",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,5,F,"1,437",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,5,F,"1,287",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,5,F,"3,112",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,5,F,"4,111",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,5,F,"2,923",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,5,F,"1,012",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,5,F,"1,767",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,5,F,"1,843",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,5,F,"22,864",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,6,M,"3,865",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,6,M,"2,171",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,6,M,"14,089",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,6,M,"23,371",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,6,M,"1,320",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,6,M,"3,049",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,6,M,"5,511",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,6,M,"6,811",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,6,M,"1,465",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,6,M,"1,406",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,6,M,"3,528",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,6,M,"4,633",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,6,M,"3,266",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,6,M,"1,163",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,6,M,"1,621",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,6,M,"1,876",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,6,M,"23,932",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,6,F,"3,635",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,6,F,"1,971",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,6,F,"12,910",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,6,F,"22,013",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,6,F,"1,201",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,6,F,"2,763",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,6,F,"4,782",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,6,F,"6,355",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,6,F,"1,375",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,6,F,"1,275",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,6,F,"3,214",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,6,F,"4,096",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,6,F,"2,836",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,6,F,936,N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,6,F,"1,604",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,6,F,"1,691",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,6,F,"22,602",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,NG,M,278,N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,NG,M,132,N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,NG,M,469,N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,NG,M,939,N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,NG,M,97,N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,NG,M,334,N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,NG,M,194,N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,NG,M,550,N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,NG,M,150,N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,NG,M,29,N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,NG,M,301,N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,NG,M,141,N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,NG,M,80,N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,NG,M,39,N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,NG,M,213,N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,NG,M,53,N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,NG,M,"1,143",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,NG,F,233,N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,NG,F,128,N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,NG,F,335,N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,NG,F,457,N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,NG,F,77,N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,NG,F,276,N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,NG,F,80,N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,NG,F,416,N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,NG,F,147,N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,NG,F,10,N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,NG,F,307,N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,NG,F,115,N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,NG,F,66,N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,NG,F,43,N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,NG,F,201,N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,NG,F,35,N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,NG,F,605,N,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,KINDER,M,"40,180",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,KINDER,M,"30,519",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,KINDER,M,"97,422",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,KINDER,M,"123,740",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,KINDER,M,"32,885",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,KINDER,M,"66,878",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,KINDER,M,"64,036",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,KINDER,M,"72,258",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,KINDER,M,"46,154",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,KINDER,M,"41,785",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,KINDER,M,"51,129",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,KINDER,M,"49,731",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,KINDER,M,"47,645",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,KINDER,M,"29,010",Y,
2019-2020,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,KINDER,M,"48,133",Y,
2019-2020,GS, CAR - Cordillera Administrative Region ,PUBLIC,KINDER,M,"13,895",Y,
2019-2020,GS, NCR - National Capital Region ,PUBLIC,KINDER,M,"84,265",Y,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,KINDER,F,"35,779",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,KINDER,F,"26,906",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,KINDER,F,"85,944",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,KINDER,F,"111,917",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,KINDER,F,"29,695",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,KINDER,F,"59,431",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,KINDER,F,"57,914",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,KINDER,F,"65,477",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,KINDER,F,"41,509",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,KINDER,F,"37,770",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,KINDER,F,"46,441",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,KINDER,F,"44,907",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,KINDER,F,"43,890",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,KINDER,F,"25,911",Y,
2019-2020,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,KINDER,F,"48,165",Y,
2019-2020,GS, CAR - Cordillera Administrative Region ,PUBLIC,KINDER,F,"12,411",Y,
2019-2020,GS, NCR - National Capital Region ,PUBLIC,KINDER,F,"77,344",Y,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,1,M,"52,903",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,1,M,"40,641",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,1,M,"121,503",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,1,M,"153,264",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,1,M,"42,003",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,1,M,"79,607",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,1,M,"85,686",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,1,M,"86,163",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,1,M,"56,672",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,1,M,"48,169",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,1,M,"60,673",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,1,M,"58,339",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,1,M,"57,147",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,1,M,"35,951",Y,
2019-2020,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,1,M,"49,013",Y,
2019-2020,GS, CAR - Cordillera Administrative Region ,PUBLIC,1,M,"17,739",Y,
2019-2020,GS, NCR - National Capital Region ,PUBLIC,1,M,"99,224",Y,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,1,F,"49,278",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,1,F,"38,025",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,1,F,"113,716",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,1,F,"143,035",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,1,F,"37,991",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,1,F,"71,061",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,1,F,"78,475",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,1,F,"78,877",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,1,F,"52,393",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,1,F,"44,231",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,1,F,"56,257",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,1,F,"54,446",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,1,F,"53,798",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,1,F,"33,287",Y,
2019-2020,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,1,F,"48,045",Y,
2019-2020,GS, CAR - Cordillera Administrative Region ,PUBLIC,1,F,"16,705",Y,
2019-2020,GS, NCR - National Capital Region ,PUBLIC,1,F,"92,449",Y,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,2,M,"50,177",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,2,M,"37,636",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,2,M,"113,317",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,2,M,"144,599",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,2,M,"38,318",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,2,M,"75,136",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,2,M,"82,317",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,2,M,"83,668",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,2,M,"53,731",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,2,M,"45,557",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,2,M,"55,674",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,2,M,"56,022",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,2,M,"53,800",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,2,M,"33,117",Y,
2019-2020,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,2,M,"44,710",Y,
2019-2020,GS, CAR - Cordillera Administrative Region ,PUBLIC,2,M,"16,471",Y,
2019-2020,GS, NCR - National Capital Region ,PUBLIC,2,M,"95,837",Y,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,2,F,"45,802",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,2,F,"34,877",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,2,F,"104,636",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,2,F,"133,808",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,2,F,"35,343",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,2,F,"68,633",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,2,F,"75,545",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,2,F,"76,722",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,2,F,"49,923",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,2,F,"42,517",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,2,F,"51,662",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,2,F,"52,471",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,2,F,"50,047",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,2,F,"30,400",Y,
2019-2020,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,2,F,"43,792",Y,
2019-2020,GS, CAR - Cordillera Administrative Region ,PUBLIC,2,F,"15,133",Y,
2019-2020,GS, NCR - National Capital Region ,PUBLIC,2,F,"88,824",Y,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,3,M,"40,931",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,3,M,"30,706",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,3,M,"92,857",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,3,M,"118,645",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,3,M,"32,560",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,3,M,"63,725",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,3,M,"68,129",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,3,M,"65,901",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,3,M,"45,902",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,3,M,"38,786",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,3,M,"48,790",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,3,M,"45,021",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,3,M,"44,791",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,3,M,"28,451",Y,
2019-2020,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,3,M,"41,061",Y,
2019-2020,GS, CAR - Cordillera Administrative Region ,PUBLIC,3,M,"14,324",Y,
2019-2020,GS, NCR - National Capital Region ,PUBLIC,3,M,"83,345",Y,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,3,F,"37,062",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,3,F,"27,846",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,3,F,"84,725",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,3,F,"107,517",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,3,F,"29,661",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,3,F,"56,410",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,3,F,"61,507",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,3,F,"59,586",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,3,F,"41,221",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,3,F,"35,901",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,3,F,"44,769",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,3,F,"40,349",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,3,F,"41,728",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,3,F,"25,772",Y,
2019-2020,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,3,F,"40,809",Y,
2019-2020,GS, CAR - Cordillera Administrative Region ,PUBLIC,3,F,"12,950",Y,
2019-2020,GS, NCR - National Capital Region ,PUBLIC,3,F,"77,376",Y,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,4,M,"46,231",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,4,M,"34,155",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,4,M,"101,862",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,4,M,"124,475",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,4,M,"35,504",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,4,M,"68,349",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,4,M,"76,689",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,4,M,"76,085",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,4,M,"48,561",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,4,M,"39,550",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,4,M,"51,580",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,4,M,"52,159",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,4,M,"48,824",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,4,M,"31,261",Y,
2019-2020,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,4,M,"38,425",Y,
2019-2020,GS, CAR - Cordillera Administrative Region ,PUBLIC,4,M,"15,891",Y,
2019-2020,GS, NCR - National Capital Region ,PUBLIC,4,M,"87,525",Y,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,4,F,"42,969",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,4,F,"32,046",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,4,F,"95,618",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,4,F,"117,501",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,4,F,"33,027",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,4,F,"63,002",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,4,F,"70,957",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,4,F,"70,154",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,4,F,"45,110",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,4,F,"37,344",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,4,F,"47,805",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,4,F,"49,114",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,4,F,"46,512",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,4,F,"29,122",Y,
2019-2020,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,4,F,"38,628",Y,
2019-2020,GS, CAR - Cordillera Administrative Region ,PUBLIC,4,F,"14,565",Y,
2019-2020,GS, NCR - National Capital Region ,PUBLIC,4,F,"82,911",Y,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,5,M,"49,086",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,5,M,"36,565",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,5,M,"107,350",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,5,M,"137,106",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,5,M,"36,040",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,5,M,"68,177",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,5,M,"79,815",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,5,M,"80,963",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,5,M,"49,384",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,5,M,"41,859",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,5,M,"53,396",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,5,M,"54,492",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,5,M,"52,223",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,5,M,"31,835",Y,
2019-2020,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,5,M,"35,339",Y,
2019-2020,GS, CAR - Cordillera Administrative Region ,PUBLIC,5,M,"16,564",Y,
2019-2020,GS, NCR - National Capital Region ,PUBLIC,5,M,"93,300",Y,
2019-2020,GS, Region I - Ilocos Region ,PUBLIC,5,F,"45,706",Y,
2019-2020,GS, Region II - Cagayan Valley ,PUBLIC,5,F,"34,388",Y,
2019-2020,GS, Region III - Central Luzon ,PUBLIC,5,F,"100,577",Y,
2019-2020,GS, Region IV-A - CALABARZON ,PUBLIC,5,F,"129,683",Y,
2019-2020,GS, Region IV-B - MIMAROPA ,PUBLIC,5,F,"33,868",Y,
2019-2020,GS, Region V - Bicol Region ,PUBLIC,5,F,"63,077",Y,
2019-2020,GS, Region VI - Western Visayas ,PUBLIC,5,F,"73,416",Y,
2019-2020,GS, Region VII - Central Visayas ,PUBLIC,5,F,"75,175",Y,
2019-2020,GS, Region VIII - Eastern Visayas ,PUBLIC,5,F,"45,762",Y,
2019-2020,GS, Region IX - Zamboanga Peninsula ,PUBLIC,5,F,"39,417",Y,
2019-2020,GS, Region X - Northern Mindanao ,PUBLIC,5,F,"49,385",Y,
2019-2020,GS, Region XI - Davao Region ,PUBLIC,5,F,"51,667",Y,
2019-2020,GS, Region XII - Soccsksargen ,PUBLIC,5,F,"49,391",Y,
2019-2020,GS, CARAGA - CARAGA ,PUBLIC,5,F,"29,939",Y,
